timestamp,temperature,pressure,wind_speed,wd,rh,solar_irradiance,solar_generation_kw,wind_generation_kw,total_demand_kw,blizzard_warning_12h
2012-01-30 05:00:00,-1.41,970.18,8.38,158.53,60.34,0.0,0.0,20.433349722222225,189.006011133264,0
2012-01-30 06:00:00,-1.15,971.25,7.01,155.36,58.59,0.0,0.0,11.960836840277773,182.2303883630756,0
2012-01-30 07:00:00,-0.99,972.1,6.54,155.7,58.36,258.81904510252076,31.05828541230249,9.712717500000002,192.63136850208733,0
2012-01-30 08:00:00,-0.76,973.07,6.08,157.17,57.77,499.99999999999994,59.99999999999999,7.80401777777778,187.3105970908083,0
2012-01-30 09:00:00,-0.79,974.0,7.67,157.74,58.59,707.1067811865476,84.8528137423857,15.667279965277777,179.8777608934746,0
2012-01-30 10:00:00,-0.67,975.0,6.91,161.13,62.65,866.0254037844386,103.92304845413263,11.45622815972222,181.87507356744288,0
2012-01-30 11:00:00,-0.28,975.78,5.46,158.78,59.63,965.9258262890684,115.91109915468822,5.6517825,179.29391566766623,0
2012-01-30 12:00:00,-0.15,976.45,4.24,158.07,59.45,1000.0,120.0,2.6467022222222223,189.92324671398126,0
2012-01-30 13:00:00,0.19,977.1,3.97,164.55,57.87,965.9258262890684,115.91109915468822,2.1725962847222227,184.7419518124705,0
2012-01-30 14:00:00,0.46,978.0,3.42,173.07,59.3,866.0254037844387,103.92304845413264,1.3889474999999996,177.66449048898937,0
2012-01-30 15:00:00,0.82,978.5,2.94,175.18,59.31,707.1067811865476,84.8528137423857,0.0,178.44445322181096,0
2012-01-30 16:00:00,1.21,979.02,2.53,152.8,52.82,499.99999999999994,59.99999999999999,0.0,185.65694045871086,0
2012-01-30 17:00:00,1.17,979.88,1.62,138.39,53.73,258.81904510252105,31.058285412302528,0.0,177.59830667782273,0
2012-01-30 18:00:00,0.87,980.38,1.63,168.62,58.53,1.2246467991473532e-13,1.469576158976824e-14,0.0,192.30007050781424,0
2012-01-30 19:00:00,0.69,981.0,1.59,177.54,58.45,0.0,0.0,0.0,173.02127945430615,0
2012-01-30 20:00:00,0.41,981.13,1.16,185.34,60.17,0.0,0.0,0.0,185.33042768987036,0
2012-01-30 21:00:00,0.18,981.75,1.55,171.88,62.63,0.0,0.0,0.0,183.0156485521925,0
2012-01-30 22:00:00,-0.08,982.0,1.81,162.19,64.93,0.0,0.0,0.0,184.62108479026557,0
2012-01-30 23:00:00,-0.28,982.4,1.63,174.46,66.76,0.0,0.0,0.0,174.6074778268082,0
2012-01-31 00:00:00,-0.34,983.0,2.4,184.48,63.81,0.0,0.0,0.0,180.81238801689878,0
2012-01-31 01:00:00,-0.59,983.3,4.42,178.48,56.28,0.0,0.0,2.9982947222222225,189.3705248280305,0
2012-01-31 02:00:00,-0.83,984.0,6.09,174.49,51.33,0.0,0.0,7.842587812499997,190.26409348158217,0
2012-01-31 03:00:00,-1.07,984.0,5.9,172.09,49.4,0.0,0.0,7.131215277777779,178.4613563379791,0
2012-01-31 04:00:00,-1.31,984.68,5.3,173.79,48.79,0.0,0.0,5.169340277777777,181.33425031476818,0
2012-01-31 05:00:00,-1.89,985.0,4.83,179.65,53.37,0.0,0.0,3.912450937500001,192.61288288869446,0
2012-01-31 06:00:00,-2.35,985.0,5.01,179.79,54.52,0.0,0.0,4.3663715624999995,191.9047664269214,0
2012-01-31 07:00:00,-2.35,985.58,4.73,178.28,53.12,258.81904510252076,31.05828541230249,3.6744380902777793,194.76403756748576,0
2012-01-31 08:00:00,-2.01,986.0,4.59,178.16,51.09,499.99999999999994,59.99999999999999,3.3577284375,188.0676642706217,0
2012-01-31 09:00:00,-1.68,986.0,4.66,177.76,48.39,707.1067811865476,84.8528137423857,3.513704722222223,183.10760960709936,0
2012-01-31 10:00:00,-0.86,986.0,3.85,170.5,42.34,866.0254037844386,103.92304845413263,1.9814800347222226,184.30053638779955,0
2012-01-31 11:00:00,-0.42,985.9,2.64,137.21,37.8,965.9258262890684,115.91109915468822,0.0,182.7992671023331,0
2012-01-31 12:00:00,-0.02,985.95,1.62,67.86,39.94,1000.0,120.0,0.0,179.2463024551071,0
2012-01-31 13:00:00,0.38,985.7,1.88,218.57,36.94,965.9258262890684,115.91109915468822,0.0,178.2667038430501,0
2012-01-31 14:00:00,0.56,985.0,2.23,322.23,43.04,866.0254037844387,103.92304845413264,0.0,176.34897538541642,0
2012-01-31 15:00:00,0.52,985.0,3.14,322.76,42.43,707.1067811865476,84.8528137423857,1.0749702777777776,174.9921856329794,0
2012-01-31 16:00:00,0.61,984.35,3.08,323.34,47.9,499.99999999999994,59.99999999999999,1.0145177777777776,183.1670577880618,0
2012-01-31 17:00:00,0.63,984.0,3.39,328.08,53.26,258.81904510252105,31.058285412302528,1.3527159375000004,181.84412531662153,0
2012-01-31 18:00:00,0.13,983.72,2.94,327.81,53.72,1.2246467991473532e-13,1.469576158976824e-14,0.0,188.437592146632,0
2012-01-31 19:00:00,-0.26,983.0,2.39,314.61,57.84,0.0,0.0,0.0,184.89904238607076,0
2012-01-31 20:00:00,-1.18,982.12,2.07,307.8,65.91,0.0,0.0,0.0,182.70819090873997,0
2012-01-31 21:00:00,-1.9,982.0,1.9,188.82,61.25,0.0,0.0,0.0,184.7552114068431,0
2012-01-31 22:00:00,-2.79,981.45,2.87,179.19,55.7,0.0,0.0,0.0,190.62207444569665,0
2012-01-31 23:00:00,-3.8,980.7,4.32,182.98,51.77,0.0,0.0,2.799360000000001,202.06940088802273,0
2012-02-01 00:00:00,-4.75,979.62,6.12,181.88,48.95,0.0,0.0,7.959060000000001,201.48239890601002,0
2012-02-01 01:00:00,-5.24,978.78,6.85,180.24,45.93,0.0,0.0,11.16038628472222,205.29165872677186,0
2012-02-01 02:00:00,-5.52,978.0,6.52,181.41,45.53,0.0,0.0,9.623882222222221,210.72995369016988,0
2012-02-01 03:00:00,-5.7,976.9,7.27,179.41,45.59,0.0,0.0,13.341686909722222,210.86945723297512,0
2012-02-01 04:00:00,-6.39,975.52,8.41,179.11,47.05,0.0,0.0,20.65358753472222,210.86458683608925,0
2012-02-01 05:00:00,-5.38,974.98,7.21,177.79,39.71,0.0,0.0,13.014075034722223,199.1963268893287,0
2012-02-01 06:00:00,-4.97,974.05,7.83,176.71,38.94,0.0,0.0,16.668357187499996,205.1835049574781,0
2012-02-01 07:00:00,-4.68,973.25,8.23,177.45,42.4,258.81904510252076,31.05828541230249,19.35561690972223,193.91597150904494,0
2012-02-01 08:00:00,-3.47,972.48,6.6,168.67,35.71,499.99999999999994,59.99999999999999,9.982499999999996,192.75346893367626,0
2012-02-01 09:00:00,-2.85,971.93,5.87,166.92,36.67,707.1067811865476,84.8528137423857,7.022986215277779,188.98593051919931,0
2012-02-01 10:00:00,-2.36,971.0,3.88,160.2,32.71,866.0254037844386,103.92304845413263,2.028162222222222,187.99328234068284,0
2012-02-01 11:00:00,-2.0,970.82,1.88,91.7,31.66,965.9258262890684,115.91109915468822,0.0,189.81059161266174,0
2012-02-01 12:00:00,-1.25,970.0,2.39,170.77,32.52,1000.0,120.0,0.0,191.79671411622778,0
2012-02-01 13:00:00,-1.22,970.0,4.13,323.17,34.56,965.9258262890684,115.91109915468822,2.4460068402777777,176.55249627798338,0
2012-02-01 14:00:00,-1.4,970.0,5.01,319.37,37.66,866.0254037844387,103.92304845413264,4.3663715624999995,183.11572730908037,0
2012-02-01 15:00:00,-1.39,970.07,5.17,323.25,44.49,707.1067811865476,84.8528137423857,4.798208784722223,186.60824784822788,0
2012-02-01 16:00:00,-1.48,971.0,4.7,320.05,45.27,499.99999999999994,59.99999999999999,3.6049652777777776,181.1909398196243,0
2012-02-01 17:00:00,-1.62,971.0,3.82,322.73,47.98,258.81904510252105,31.058285412302528,1.9355197222222216,196.0289619318527,0
2012-02-01 18:00:00,-1.9,971.7,3.12,322.32,50.38,1.2246467991473532e-13,1.469576158976824e-14,1.0545600000000002,187.8804099009439,0
2012-02-01 19:00:00,-2.24,972.0,1.99,317.34,51.45,0.0,0.0,0.0,193.58146116793682,0
2012-02-01 20:00:00,-2.48,972.47,0.98,250.38,52.1,0.0,0.0,0.0,179.43738841729484,0
2012-02-01 21:00:00,-3.62,973.0,1.61,162.75,57.99,0.0,0.0,0.0,194.3761430951412,0
2012-02-01 22:00:00,-4.19,973.42,2.58,181.73,55.22,0.0,0.0,0.0,191.20499389507026,0
2012-02-01 23:00:00,-4.68,974.0,3.51,178.6,54.67,0.0,0.0,1.5015121874999997,200.8519278980673,0
2012-02-02 00:00:00,-5.3,974.4,4.64,181.46,57.26,0.0,0.0,3.4686577777777776,203.42789581549812,0
2012-02-02 01:00:00,-5.07,975.0,4.52,178.75,63.72,0.0,0.0,3.2064377777777775,194.5248481643427,0
2012-02-02 02:00:00,-4.12,975.25,5.23,158.66,63.63,0.0,0.0,4.967210659722223,203.30324640016016,0
2012-02-02 03:00:00,-3.91,976.0,5.25,158.34,65.63,0.0,0.0,5.0244140625,193.5437285056613,0
2012-02-02 04:00:00,-3.78,976.28,5.82,155.18,62.76,0.0,0.0,6.845047500000002,193.5909478277056,0
2012-02-02 05:00:00,-3.8,977.0,6.15,157.13,63.05,0.0,0.0,8.076679687500002,183.58179352872278,0
2012-02-02 06:00:00,-3.74,977.0,6.5,157.33,63.82,0.0,0.0,9.535590277777775,195.53363906569112,0
2012-02-02 07:00:00,-3.88,977.65,7.5,159.45,59.62,258.81904510252076,31.05828541230249,14.6484375,196.57217731537972,0
2012-02-02 08:00:00,-3.68,978.0,8.35,162.81,58.99,499.99999999999994,59.99999999999999,20.21468315972222,191.89838442331444,0
2012-02-02 09:00:00,-3.29,978.18,8.42,162.72,59.26,707.1067811865476,84.8528137423857,20.727350277777777,192.92141340840104,0
2012-02-02 10:00:00,-2.96,979.0,7.58,160.89,65.75,866.0254037844386,103.92304845413263,15.122205277777779,197.85864812583816,0
2012-02-02 11:00:00,-2.1,979.52,5.78,132.84,63.53,965.9258262890684,115.91109915468822,6.704880277777779,194.9634075252709,0
2012-02-02 12:00:00,-1.52,980.0,5.73,134.53,59.94,1000.0,120.0,6.532379062500001,193.69950120787777,0
2012-02-02 13:00:00,-1.0,980.6,5.57,141.18,59.29,965.9258262890684,115.91109915468822,6.000301840277778,190.23651400440426,0
2012-02-02 14:00:00,-0.67,981.0,5.73,138.8,62.25,866.0254037844387,103.92304845413264,6.532379062500001,189.5710145492622,0
2012-02-02 15:00:00,-0.52,981.38,6.18,140.48,63.87,707.1067811865476,84.8528137423857,8.1954525,184.1322342607187,0
2012-02-02 16:00:00,-0.49,981.83,6.08,139.87,63.36,499.99999999999994,59.99999999999999,7.80401777777778,188.0835008301495,0
2012-02-02 17:00:00,-0.7,982.0,5.93,146.23,65.73,258.81904510252105,31.058285412302528,7.240550590277777,193.22149586650113,0
2012-02-02 18:00:00,-1.03,982.0,5.79,147.09,68.7,1.2246467991473532e-13,1.469576158976824e-14,6.739740937499999,181.7127051134997,0
2012-02-02 19:00:00,-1.25,982.0,5.37,146.87,72.6,0.0,0.0,5.376880312500001,181.3182271442347,0
2012-02-02 20:00:00,-1.67,982.0,5.38,155.35,75.98,0.0,0.0,5.4069747222222215,193.69438622409092,0
2012-02-02 21:00:00,-1.98,982.0,5.45,155.17,78.03,0.0,0.0,5.6207855902777775,189.1466858537015,0
2012-02-02 22:00:00,-1.97,981.03,5.86,154.79,77.93,0.0,0.0,6.987154722222223,185.7785201649908,0
2012-02-02 23:00:00,-3.02,979.63,8.89,169.26,56.57,0.0,0.0,24.395672534722223,194.86598962966593,0
2012-02-03 00:00:00,-3.52,978.63,8.25,167.87,50.81,0.0,0.0,19.4970703125,196.32383775251296,0
2012-02-03 01:00:00,-3.44,978.0,8.68,165.19,45.97,0.0,0.0,22.707362222222216,190.62185530801187,0
2012-02-03 02:00:00,-3.12,976.67,9.5,161.54,47.26,0.0,0.0,29.769965277777775,205.28878157048803,0
2012-02-03 03:00:00,-3.18,975.5,7.94,170.88,46.61,0.0,0.0,17.38077027777778,191.14923212546668,0
2012-02-03 04:00:00,-2.58,974.63,8.8,161.49,43.09,0.0,0.0,23.66222222222223,194.73265559143658,0
2012-02-03 05:00:00,-2.78,974.0,8.88,154.32,55.93,0.0,0.0,24.31344000000001,200.45290345933185,0
2012-02-03 06:00:00,-4.4,972.95,10.16,163.44,86.27,0.0,0.0,36.41569777777778,195.07574418458933,0
2012-02-03 07:00:00,-3.73,971.48,13.08,163.97,90.38,258.81904510252076,31.05828541230249,60.0,194.55210216070014,0
2012-02-03 08:00:00,-3.31,970.05,14.31,166.95,90.3,499.99999999999994,59.99999999999999,60.0,190.7659942842549,0
2012-02-03 09:00:00,-3.31,968.98,15.13,164.03,91.77,707.1067811865476,84.8528137423857,60.0,194.3900509289186,0
2012-02-03 10:00:00,-3.05,968.0,16.53,163.09,88.05,866.0254037844386,103.92304845413263,60.0,189.4145168868349,0
2012-02-03 11:00:00,-3.04,967.43,16.93,160.68,91.94,965.9258262890684,115.91109915468822,60.0,193.71828184362985,0
2012-02-03 12:00:00,-2.79,967.0,15.9,160.95,93.36,1000.0,120.0,60.0,197.16940176953267,0
2012-02-03 13:00:00,-2.56,967.0,14.01,158.59,93.48,965.9258262890684,115.91109915468822,60.0,201.10467113503458,0
2012-02-03 14:00:00,-2.18,967.0,11.96,152.69,93.19,866.0254037844387,103.92304845413264,59.40199777777779,195.2645253864186,0
2012-02-03 15:00:00,-2.12,967.0,13.04,154.8,92.7,707.1067811865476,84.8528137423857,60.0,192.17644984012014,0
2012-02-03 16:00:00,-2.19,967.0,12.55,150.69,92.61,499.99999999999994,59.99999999999999,60.0,197.74431611053902,0
2012-02-03 17:00:00,-1.8,967.65,12.91,151.58,86.26,258.81904510252105,31.058285412302528,60.0,191.92268759519436,0
2012-02-03 18:00:00,-2.2,968.0,13.64,156.12,93.38,1.2246467991473532e-13,1.469576158976824e-14,60.0,188.92458568461637,0
2012-02-03 19:00:00,-2.26,968.0,13.05,157.07,94.9,0.0,0.0,60.0,186.96892502620912,0
2012-02-03 20:00:00,-2.19,968.0,13.04,156.02,95.07,0.0,0.0,60.0,186.323849557844,0
2012-02-03 21:00:00,-2.29,968.67,13.7,156.6,94.63,0.0,0.0,60.0,191.15882459222217,0
2012-02-03 22:00:00,-2.33,969.0,14.09,156.19,93.76,0.0,0.0,60.0,193.8169895503964,0
2012-02-03 23:00:00,-2.36,969.15,14.18,156.91,93.62,0.0,0.0,60.0,187.94293622567267,0
2012-02-04 00:00:00,-2.4,970.0,13.77,157.49,92.64,0.0,0.0,60.0,199.12313734173298,0
2012-02-04 01:00:00,-2.56,970.32,13.66,157.59,93.94,0.0,0.0,60.0,196.47400860627332,0
2012-02-04 02:00:00,-2.6,971.0,13.95,158.41,94.27,0.0,0.0,60.0,191.46501107993177,0
2012-02-04 03:00:00,-2.43,971.4,13.27,159.02,92.61,0.0,0.0,60.0,191.83054549989774,0
2012-02-04 04:00:00,-2.25,972.0,13.66,156.97,92.43,0.0,0.0,60.0,192.9573491662872,0
2012-02-04 05:00:00,-2.24,972.63,13.69,158.39,90.79,0.0,0.0,60.0,196.98409901634685,0
2012-02-04 06:00:00,-2.03,973.48,12.72,155.78,92.52,0.0,0.0,60.0,189.4538588522937,0
2012-02-04 07:00:00,-1.87,974.35,12.79,157.26,92.97,258.81904510252076,31.05828541230249,60.0,188.72731418832043,0
2012-02-04 08:00:00,-1.76,975.35,12.42,154.63,93.88,499.99999999999994,59.99999999999999,60.0,192.08146910518127,0
2012-02-04 09:00:00,-1.7,976.43,12.68,154.67,92.89,707.1067811865476,84.8528137423857,60.0,191.2515664727762,0
2012-02-04 10:00:00,-1.53,977.62,11.67,157.42,92.77,866.0254037844386,103.92304845413263,55.18487718750001,188.55781606907536,0
2012-02-04 11:00:00,-1.43,978.67,10.48,152.8,93.72,965.9258262890684,115.91109915468822,39.96606222222223,184.87494895064765,0
2012-02-04 12:00:00,-1.16,979.58,9.61,151.97,92.42,1000.0,120.0,30.816100034722215,193.29879362464627,0
2012-02-04 13:00:00,-0.53,980.0,10.41,158.03,83.2,965.9258262890684,115.91109915468822,39.170552812500006,179.14326403415504,0
2012-02-04 14:00:00,0.51,980.68,9.67,155.47,69.95,866.0254037844387,103.92304845413264,31.39691190972222,186.99337804148732,0
2012-02-04 15:00:00,0.68,981.0,9.29,155.66,68.37,707.1067811865476,84.8528137423857,27.839065590277766,183.51278984116576,0
2012-02-04 16:00:00,-0.44,981.5,8.89,156.74,84.94,499.99999999999994,59.99999999999999,24.395672534722223,186.88164099511062,0
2012-02-04 17:00:00,0.15,982.0,7.48,156.3,74.5,258.81904510252105,31.058285412302528,14.531562222222227,184.52173976954447,0
2012-02-04 18:00:00,0.52,982.0,7.98,159.19,64.99,1.2246467991473532e-13,1.469576158976824e-14,17.644777500000004,178.3811506377122,0
2012-02-04 19:00:00,0.31,982.0,8.27,157.89,63.32,0.0,0.0,19.639211215277772,185.60444090540932,0
2012-02-04 20:00:00,-0.03,982.0,8.77,160.52,62.33,0.0,0.0,23.421046284722223,185.6915147261942,0
2012-02-04 21:00:00,-0.15,982.0,10.42,160.91,60.37,0.0,0.0,39.28354472222222,175.82738037305816,0
2012-02-04 22:00:00,-0.06,982.0,11.35,163.15,55.95,0.0,0.0,50.76858940972222,184.09300891495693,0
2012-02-04 23:00:00,-0.47,982.18,10.46,164.04,59.86,0.0,0.0,39.737685277777786,182.81580973333465,0
2012-02-05 00:00:00,-1.02,982.6,11.17,166.97,65.9,0.0,0.0,48.391271284722215,191.9883356544286,0
2012-02-05 01:00:00,-1.34,982.98,12.37,170.38,68.22,0.0,0.0,60.0,194.11699191052506,0
2012-02-05 02:00:00,-1.47,983.0,11.62,170.21,69.53,0.0,0.0,54.47859472222221,186.00966818083663,0
2012-02-05 03:00:00,-2.03,983.0,12.69,170.32,75.45,0.0,0.0,60.0,192.9896186089775,0
2012-02-05 04:00:00,-1.99,983.0,13.06,172.19,71.82,0.0,0.0,60.0,196.65912046867118,0
2012-02-05 05:00:00,-1.9,983.0,11.81,172.73,68.35,0.0,0.0,57.19488684027779,188.58650077478512,0
2012-02-05 06:00:00,-1.67,982.93,11.79,175.69,60.68,0.0,0.0,56.904803437499986,196.5414746895116,0
2012-02-05 07:00:00,-1.38,982.33,9.71,172.57,53.96,258.81904510252076,31.05828541230249,31.78814621527778,182.18220873823634,0
2012-02-05 08:00:00,-1.21,982.0,8.59,173.97,52.22,499.99999999999994,59.99999999999999,22.00832565972222,186.47826399472396,0
2012-02-05 09:00:00,-0.83,982.0,4.91,152.62,51.84,707.1067811865476,84.8528137423857,4.110096215277778,186.06260654304518,0
2012-02-05 10:00:00,-0.15,982.0,4.45,149.44,49.7,866.0254037844386,103.92304845413263,3.0597612847222226,184.75638666840175,0
2012-02-05 11:00:00,0.33,981.15,3.52,157.14,48.0,965.9258262890684,115.91109915468822,1.5143822222222223,182.3242008350238,0
2012-02-05 12:00:00,0.65,981.0,4.61,158.86,47.99,1000.0,120.0,3.401811840277779,174.67484725478502,0
2012-02-05 13:00:00,0.92,980.53,4.87,161.2,46.79,965.9258262890684,115.91109915468822,4.010461909722222,179.1638426208318,0
2012-02-05 14:00:00,1.09,980.05,4.6,155.08,48.68,866.0254037844387,103.92304845413264,3.3797222222222216,179.37596589531228,0
2012-02-05 15:00:00,1.1,980.02,4.74,156.97,47.36,707.1067811865476,84.8528137423857,3.6977925000000003,175.9996252260579,0
2012-02-05 16:00:00,0.84,980.0,4.34,162.21,50.21,499.99999999999994,59.99999999999999,2.838420277777777,181.8553562373034,0
2012-02-05 17:00:00,0.78,980.0,4.55,168.27,48.68,258.81904510252105,31.058285412302528,3.270707465277777,182.46430907834716,0
2012-02-05 18:00:00,0.6,980.0,4.32,167.39,48.6,1.2246467991473532e-13,1.469576158976824e-14,2.799360000000001,182.55210508779942,0
2012-02-05 19:00:00,0.35,980.0,4.3,166.6,49.98,0.0,0.0,2.7606597222222224,174.72690436418802,0
2012-02-05 20:00:00,-0.02,980.0,4.89,176.4,48.98,0.0,0.0,4.060075312499999,184.223598076968,0
2012-02-05 21:00:00,-0.14,980.0,6.34,171.39,45.73,0.0,0.0,8.848614722222221,188.1337320078258,0
2012-02-05 22:00:00,-1.3,980.0,7.34,177.28,52.39,0.0,0.0,13.730795277777778,188.6687010543412,0
2012-02-05 23:00:00,-1.64,980.48,8.67,174.6,49.78,0.0,0.0,22.628970937500004,191.86520736369752,0
2012-02-06 00:00:00,-2.81,981.0,8.4,177.12,58.17,0.0,0.0,20.580000000000005,186.37743728349636,0
2012-02-06 01:00:00,-3.12,981.0,8.34,178.93,58.53,0.0,0.0,20.142142499999995,192.04548355915983,0
2012-02-06 02:00:00,-2.48,981.53,8.04,175.37,51.5,0.0,0.0,18.045779999999993,188.58110601332353,0
2012-02-06 03:00:00,-3.83,982.0,9.18,177.49,56.65,0.0,0.0,26.8618275,199.38308347117373,0
2012-02-06 04:00:00,-4.63,982.0,9.86,176.69,56.74,0.0,0.0,33.284210277777774,202.6589547352259,0
2012-02-06 05:00:00,-4.74,982.05,9.3,178.19,56.55,0.0,0.0,27.929062500000004,196.18015670416568,0
2012-02-06 06:00:00,-4.59,982.97,9.89,176.33,54.55,0.0,0.0,33.588946840277785,195.21849393706498,0
2012-02-06 07:00:00,-4.29,983.0,10.12,178.13,52.87,258.81904510252076,31.05828541230249,35.98728222222221,208.36617092595392,0
2012-02-06 08:00:00,-3.0,983.0,8.26,175.88,48.36,499.99999999999994,59.99999999999999,19.56805472222222,193.3728656623686,0
2012-02-06 09:00:00,-1.65,983.0,7.07,170.81,44.25,707.1067811865476,84.8528137423857,12.270598715277782,183.85569247923286,0
2012-02-06 10:00:00,-1.27,983.0,7.57,165.63,44.07,866.0254037844386,103.92304845413263,15.062433784722222,194.473768396403,0
2012-02-06 11:00:00,-0.79,983.05,6.99,159.04,44.84,965.9258262890684,115.91109915468822,11.8587534375,183.1846246864781,0
2012-02-06 12:00:00,-0.41,983.98,6.73,158.72,46.89,1000.0,120.0,10.584070034722227,179.08552609710424,0
2012-02-06 13:00:00,-0.09,984.0,5.09,156.41,45.84,965.9258262890684,115.91109915468822,4.5788968402777765,181.16098722926935,0
2012-02-06 14:00:00,-0.03,984.0,4.18,142.19,49.07,866.0254037844387,103.92304845413264,2.535924722222222,176.93993248082268,0
2012-02-06 15:00:00,-0.13,984.0,2.84,138.29,51.63,707.1067811865476,84.8528137423857,0.0,176.87919096583238,0
2012-02-06 16:00:00,0.17,984.57,3.01,155.48,48.48,499.99999999999994,59.99999999999999,0.9469062847222218,186.987311028583,0
